codice_aic;denominazione;principio_attivo;confezione;classe
41263272;OXICODONE;Oxicodone;28 cpr 80 mg rilascio prolungato;A
41276015;BYDUREON;Exenatide;SC 4X1 kit flaconcino polv + siringa solv 2 mg rilascio prolungato;A
41276039;BYDUREON;Exenatide;4 penne preriempite SC 2 mg 0,65 ml rilascio prolungato;A
41300017;XGEVA;Denosumab;1 flaconcino 120 mg 1,7 ml;A
41380015;VICTRELIS;Boceprevir;336 cps 200 mg;A
41380027;VICTRELIS;Boceprevir;84 cps 200 mg;A
41397100;VOTUBIA;Everolimus;30 cpr dispers 2 mg;A
41397124;VOTUBIA;Everolimus;30 cpr dispers 3 mg;A
41401035;TRAJENTA;Linagliptin;28 cpr riv 5 mg;A
41406012;MENADERM SIMPLEX;Beclometasone;crema derm 30 g 0,025%;A
41406036;MENADERM SIMPLEX;Beclometasone;soluz cutanea 30 g 0,025%;A
41438021;MEDIKINET;Metilfenidato;30 cps 5 mg rilascio modificato;A
41438045;MEDIKINET;Metilfenidato;30 cps 10 mg rilascio modificato;A
41438060;MEDIKINET;Metilfenidato;30 cps 20 mg rilascio modificato;A
41438084;MEDIKINET;Metilfenidato;30 cps 30 mg rilascio modificato;A
41438108;MEDIKINET;Metilfenidato;30 cps 40 mg rilascio modificato;A
41465016;POLITRATE;Leuprorelina;1 flaconcino 3,75 mg + 1 siringa 2 ml rilascio prolungato;A
41466044;MATEVER;Levetiracetam;60 cpr riv 250 mg;A
41466160;MATEVER;Levetiracetam;30 cpr riv 750 mg;A
41500012;ROLENIUM;Salmeterolo/fluticasone;polv inal 60 dosi 50 mcg + 250 mcg;A
41500024;ROLENIUM;Salmeterolo/fluticasone;polv inal 60 dosi 50 mcg + 500 mcg;A
41527019;PYLERA;Bismuto subcitrato potassio/metronidazolo/tetraciclina cloridrato;120 cps 140 mg + 125 mg + 125 mg;A
41553013;TANOF;Latanoprost/timololo;collirio 30 contenitori monodose 0,1 ml 0,005% + 0,5%;A
41578016;IMOLAST;Latanoprost/timololo;collirio 30 cont monodose 0,1 ml 0,005% + 0,5%;A
41649029;KLOTT;Fattore VIII di coagulazione del sangue umano liofilizzato;1 flaconcino EV 1.000 UI + 1 flaconcino solv 10 ml + set;A
41689023;KOMBOGLYZE;Saxagliptin/Metformina;56 cpr riv 2,5 mg + 850 mg;A
41689086;KOMBOGLYZE;Saxagliptin/Metformina;56 cpr riv 2,5 mg + 1.000 mg;A
41799038;IXED;Fattore IX di coagulazione del sangue umano liofilizzato;1 flaconcino EV 1.000 UI + 1 flaconcino solv 10 ml + set infusionale;A
41889041;EQUASYM;Metilfenidato;30 cps 10 mg rilascio modificato;A
41889104;EQUASYM;Metilfenidato;30 cps 20 mg rilascio modificato;A
41889155;EQUASYM;Metilfenidato;30 cps 30 mg rilascio modificato;A
41893013;FLUSALIO;Salmeterolo/fluticasone;polv inal 60 dosi 50 mcg + 250 mcg;A
41893025;FLUSALIO;Salmeterolo/fluticasone;polv inal 60 dosi 50 mcg + 500 mcg;A
41965017;SYKRAZIDE;Irbesartan/idroclorotiazide;28 cpr riv 150 mg + 12,5 mg;A
41965029;SYKRAZIDE;Irbesartan/idroclorotiazide;28 cpr riv 300 mg + 12,5 mg;A
42005013;LEVOTUSS TOSSE;Levodropropizina;os gtt 30 ml 60 mg/ml;A
42017018;CINRYZE;Proteina del plasma umano antiangioedema;2 flaconcini EV 500 U + 2 flaconcini solv 10 ml;A
42018010;TEGLUTIK;Riluzolo;os sosp flacone 300 ml 5 mg/ml;A
42021016;BUCCOLAM;Midazolam;4 siringhe soluz mucosa orale 2,5 mg 0,5 ml;A
42021028;BUCCOLAM;Midazolam;4 siringhe soluz mucosa orale 5 mg 1 ml;A
42021030;BUCCOLAM;Midazolam;4 siringhe soluz mucosa orale 7,5 mg 1,5 ml;A
42021042;BUCCOLAM;Midazolam;4 siringhe soluz mucosa orale 10 mg 2 ml;A
42032045;SIGNIFOR;Pasireotide;SC 60 fiale 0,3 mg 1 ml;A
42032084;SIGNIFOR;Pasireotide;SC 60 fiale 0,6 mg 1 ml;A
42032122;SIGNIFOR;Pasireotide;SC 60 fiale 0,9 mg 1 ml;A
42032134;SIGNIFOR;Pasireotide;IM 1 flaconcino polv 20 mg + siringa 2 ml;A
42032146;SIGNIFOR;Pasireotide;IM 1 flaconcino polv 40 mg + siringa 2 ml;A
42032161;SIGNIFOR;Pasireotide;IM 1 flaconcino polv 60 mg + siringa 2 ml;A
42060044;OXICODONE;Oxicodone;28 cpr 5 mg rilascio prolungato;A
42060184;OXICODONE;Oxicodone;28 cpr 10 mg rilascio prolungato;A
42060323;OXICODONE;Oxicodone;28 cpr 20 mg rilascio prolungato;A
42060463;OXICODONE;Oxicodone;28 cpr 40 mg rilascio prolungato;A
42060602;OXICODONE;Oxicodone;28 cpr 80 mg rilascio prolungato;A
42085011;LESCOL;Fluvastatina;14 cps 40 mg;A
42164018;GRANOCYTE 34;Lenograstim;1 fiala EV SC 33.600.000 UI 1 ml + 1 siringa;A
42203051;JENTADUETO;Metformina/Linagliptin;56 cpr riv 2,5 mg + 850 mg;A
42203190;JENTADUETO;Metformina/Linagliptin;56 cpr riv 2,5 mg + 1.000 mg;A
42223103;ANNISTER;Colecalciferolo;os soluz 25.000 UI/2,5 ml 1 flacone multidose 10 ml + 1 siringa;A
43333107;ADEMPAS;Riociguat;42 cpr riv 2 mg;A
42227013;ESMYA;Ulipristal;28 cpr 5 mg;A
42291017;TEYSUNO;Tegafur/gimeracil/oteracil;42 cps 15 mg + 4,35 mg + 11,8 mg;A
42291029;TEYSUNO;Tegafur/gimeracil/oteracil;126 cps 15 mg + 4,35 mg + 11,8 mg;A
42291031;TEYSUNO;Tegafur/gimeracil/oteracil;42 cps 20 mg + 5,8 mg + 15,8 mg;A
42291043;TEYSUNO;Tegafur/gimeracil/oteracil;84 cps 20 mg + 5,8 mg + 15,8 mg;A
42292019;ABRIFF;Fluticasone/formoterolo;120 dosi sosp inal 50 mcg + 5 mcg;A
42292021;ABRIFF;Fluticasone/formoterolo;120 dosi sosp inal 125 mcg + 5 mcg;A
42292033;ABRIFF;Fluticasone/formoterolo;120 dosi sosp inal 250 mcg + 10 mcg;A
42293023;AFFERA;Fluticasone/formoterolo;120 dosi sosp inal 125 mcg + 5 mcg;A
42294013;FLUTIFORMO;Fluticasone/formoterolo;120 dosi sosp inal 50 mcg + 5 mcg;A
42294025;FLUTIFORMO;Fluticasone/formoterolo;120 dosi sosp inal 125 mcg + 5 mcg;A
42294037;FLUTIFORMO;Fluticasone/formoterolo;120 dosi sosp inal 250 mcg + 10 mcg;A
42306035;SEEBRI BREEZHALER;Glicopirronio;30 cps 44 mcg polv inal;A
42313039;TOVANOR BREEZHALER;Glicopirronio;polv inal 30 cps 44 mcg;A
42384040;ICOMB;Ramipril/Amlodipina;30 cps 5 mg + 5 mg;A
42384065;ICOMB;Ramipril/Amlodipina;30 cps 5 mg + 10 mg;A
42384089;ICOMB;Ramipril/Amlodipina;30 cps 10 mg + 5 mg;A
42384103;ICOMB;Ramipril/Amlodipina;30 cps 10 mg + 10 mg;A
42407066;TRIPLIAM;Perindopril/indapamide/amlodipina;30 cpr riv 5 mg + 1,25 mg + 5 mg flacone;A
42407116;TRIPLIAM;Perindopril/indapamide/amlodipina;30 cpr riv 5 mg + 1,25 mg + 10 mg flacone;A
42407167;TRIPLIAM;Perindopril/indapamide/amlodipina;30 cpr riv 10 mg + 2,5 mg + 5 mg flacone;A
42407217;TRIPLIAM;Perindopril/indapamide/amlodipina;30 cpr riv 10 mg + 2,5 mg + 10 mg flacone;A
42415063;VELLOFENT;Fentanil;4 cpr subling 67 mcg;A
42415149;VELLOFENT;Fentanil;4 cpr subling 133 mcg;A
42415226;VELLOFENT;Fentanil;4 cpr subling 267 mcg;A
42415303;VELLOFENT;Fentanil;4 cpr subling 400 mcg;A
42415380;VELLOFENT;Fentanil;4 cpr subling 533 mcg;A
42415467;VELLOFENT;Fentanil;4 cpr subling 800 mcg;A
42432017;STRIVERDI RESPIMAT;Olodaterolo;soluz inal 30 dosi 2,5 mcg;A
43333119;ADEMPAS;Riociguat;84 cpr riv 2 mg;A
42470029;BRETARIS GENUAIR;Aclidinio;1 flacone 60 dosi polv inal 322 mcg;A
42471021;EKLIRA GENUAIR;Aclidinio;1 inalatore 60 dosi polv inal 322 mcg;A
42494070;FORXIGA;Dapagliflozin;28 cpr riv 10 mg;A
42501181;CAPECITABINA;Capecitabina;60 cpr riv 300 mg;A
42513010;PICATO;Ingenolo mebutato;gel derm 0,47 g 150 mcg/g 3 tubetti;A
42513022;PICATO;Ingenolo mebutato;gel derm 0,47 g 500 mcg/g 2 tubetti;A
42581013;FYCOMPA;Perampanel;7 cpr riv 2 mg;A
42581037;FYCOMPA;Perampanel;28 cpr riv 4 mg;A
42581064;FYCOMPA;Perampanel;28 cpr riv 6 mg;A
42581090;FYCOMPA;Perampanel;28 cpr riv 8 mg;A
42581126;FYCOMPA;Perampanel;28 cpr riv 10 mg;A
42581153;FYCOMPA;Perampanel;28 cpr riv 12 mg;A
43333133;ADEMPAS;Riociguat;42 cpr riv 2,5 mg;A
42640110;CAPECITABINA;Capecitabina;60 cpr riv 300 mg;A
42657015;LYXUMIA;Lixisenatide;1 cartuccia SC in penna preriemp 3 ml 10 mcg;A
42657039;LYXUMIA;Lixisenatide;2 cartucce SC in penna preriemp 3 ml 20 mcg;A
42657054;LYXUMIA;Lixisenatide;1 cartuccia SC in penna preriemp 3 ml 10 mcg + 1 cartuccia SC in penna preriemp 3 ml 20 mcg;A
42658029;TRESIBA;Insulina degludec;FLEXTOUCH SC 5 penne preriemp 3 ml 100 UI/ml;A
42743017;DANKA TOSSE;Levodropropizina;os gtt 30 ml 60 mg/ml;A
42804017;HYQVIA;Immunoglobulina umana normale;1 flaconcino SC 25 ml + 1 flaconcino 1,25 ml;A
42804029;HYQVIA;Immunoglobulina umana normale;1 flaconcino SC 50 ml + 1 flaconcino 2,5 ml;A
42804031;HYQVIA;Immunoglobulina umana normale;1 flaconcino SC 100 ml + 1 flaconcino 5 ml;A
42804043;HYQVIA;Immunoglobulina umana normale;1 flaconcino SC 200 ml + 1 flaconcino 10 ml;A
42804056;HYQVIA;Immunoglobulina umana normale;1 flaconcino SC 300 ml + 1 flaconcino 15 ml;A
42840013;ESTRING;Estradiolo;1 dispositivo vaginale 7,5 mcg/24 ore;A
42876072;SPEDRA;Avanafil;12 cpr 100 mg;A
42876108;SPEDRA;Avanafil;12 cpr 200 mg;A
42917017;PHEBURANE;Sodio fenilbutirrato;os grat sosp 174 g 483 mg/g;A
42919011;LONQUEX;Lipegfilgrastim;1 siringa 6 mg 0,6 ml;A
42920013;LOJUXTA;Lomitapide;28 cps rigide 5 mg flacone;A
42920025;LOJUXTA;Lomitapide;28 cps rigide 10 mg flacone;A
42920037;LOJUXTA;Lomitapide;28 cps rigide 20 mg flacone;A
42921027;AUBAGIO;Teriflunomide;28 cpr riv 14 mg;A
42924011;SANCUSO;Granisetrone;1 cerotto transdermico 3,1 mg/24 die;A
42925026;STIVARGA;Regorafenib;84 cpr riv 40 mg flacone;A
42972024;FOLICOM;Acido folico;60 cpr 5 mg;A
43029014;OVALEAP;Follitropina alfa da DNA ricombinante;1 cartuccia SC 300 UI/0,5 ml + 10 aghi;A
43029026;OVALEAP;Follitropina alfa da DNA ricombinante;1 cartuccia SC 450 UI/0,75 ml + 10 aghi;A
43029038;OVALEAP;Follitropina alfa da DNA ricombinante;1 cartuccia SC 900 UI/1,5 ml + 20 aghi;A
43030030;INCRESYNC;Alogliptin/Pioglitazone;28 cpr riv 12,5 mg + 30 mg;A
43030218;INCRESYNC;Alogliptin/Pioglitazone;28 cpr riv 25 mg + 30 mg;A
43031032;ULTIBRO BREEZHALER;Indacaterolo/Glicopirronio;polv inal 30x1 cps 85 mcg + 43 mcg;A
43033036;XOTERNA BREEZHALER;Indacaterolo/Glicopirronio;polv inal 30x1 cps 85 mcg + 43 mcg;A
43045057;VIPDOMET;Alogliptin/Metformina;56 cpr riv 12,5 mg + 850 mg;A
43045172;VIPDOMET;Alogliptin/Metformina;56 cpr riv 12,5 mg + 1.000 mg;A
43051034;VIPIDIA;Alogliptin;28 cpr riv 6,25 mg;A
43051123;VIPIDIA;Alogliptin;28 cpr riv 12,5 mg;A
43051212;VIPIDIA;Alogliptin;28 cpr riv 25 mg;A
43082015;FLUTICASONE;Fluticasone;sosp inal 120 erog 125 mcg;A
43082027;FLUTICASONE;Fluticasone;sosp inal 120 erog 250 mcg;A
43094010;CORMETO;Metirapone;50 cps molli 250 mg flacone;A
43114014;CLOBETASOLO;Clobetasolo;soluz cut 100 ml 500 mcg/ml;A
43145022;INVOKANA;Canagliflozin;30 cpr riv 100 mg;A
43145061;INVOKANA;Canagliflozin;30 cpr riv 300 mg;A
43153016;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 250 UI + 1 siringa solv 4 ml;A
43153028;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 500 UI + 1 siringa solv 4 ml;A
43153030;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 1.000 UI + 1 siringa solv 4 ml;A
43153042;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 1.500 UI + 1 siringa solv 4 ml;A
43153055;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 2.000 UI + 1 siringa solv 4 ml;A
43153067;NOVOEIGHT;Turoctocog Alfa;1 flaconcino EV 3.000 UI + 1 siringa solv 4 ml;A
43154020;RELVAR ELLIPTA;Fluticasone/Vilanterolo;polv inal 92 mcg + 22 mcg 30 dosi;A
43154057;RELVAR ELLIPTA;Fluticasone/Vilanterolo;polv inal 184 mcg + 22 mcg 30 dosi;A
43174022;OPSUMIT;Macitentan;30 cpr riv 10 mg;A
43187020;BRINTELLIX;Vortioxetina;28 cpr riv 5 mg;A
43187107;BRINTELLIX;Vortioxetina;28 cpr riv 10 mg;A
43187362;BRINTELLIX;Vortioxetina;os gtt 15 ml 20 mg/ml;A
43196017;SOVALDI;Sofosbuvir;28 cpr riv 400 mg flacone;A
43208038;XIGDUO;Dapagliflozin/Metformina;56 cpr riv 5 mg + 850 mg;A
43208091;XIGDUO;Dapagliflozin/Metformina;56 cpr riv 5 mg + 1.000 mg;A
43215058;PARACALCITOLO;Paracalcitolo;1 flaconcino 1 ml 5 mcg/ml;A
43217013;TECFIDERA;Dimetilfumarato;14 cps 120 mg;A
43217025;TECFIDERA;Dimetilfumarato;56 cps 240 mg;A
43240062;DUOTENS;Ramipril/Amlodipina;30 cps 5 mg + 5 mg;A
43240100;DUOTENS;Ramipril/Amlodipina;30 cps 5 mg + 10 mg;A
43333145;ADEMPAS;Riociguat;84 cpr riv 2,5 mg;A
43240148;DUOTENS;Ramipril/Amlodipina;30 cps 10 mg + 5 mg;A
43240187;DUOTENS;Ramipril/Amlodipina;30 cps 10 mg + 10 mg;A
43250024;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
43250036;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
43313028;RAMANTAL;Ramipril/Amlodipina;28 cps 5 mg + 5 mg;A
43313030;RAMANTAL;Ramipril/Amlodipina;28 cps 10 mg + 5 mg;A
43313042;RAMANTAL;Ramipril/Amlodipina;28 cps 5 mg + 10 mg;A
43313055;RAMANTAL;Ramipril/Amlodipina;28 cps 10 mg + 10 mg;A
43322027;PARVATI;Ramipril/Amlodipina;28 cps 5 mg + 5 mg;A
43322039;PARVATI;Ramipril/Amlodipina;28 cps 10 mg + 5 mg;A
43322041;PARVATI;Ramipril/Amlodipina;28 cps 5 mg + 10 mg;A
43322054;PARVATI;Ramipril/Amlodipina;28 cps 10 mg + 10 mg;A
43333018;ADEMPAS;Riociguat;42 cpr riv 0,5 mg;A
43333044;ADEMPAS;Riociguat;42 cpr riv 1 mg;A
43333057;ADEMPAS;Riociguat;84 cpr riv 1 mg;A
43333071;ADEMPAS;Riociguat;42 cpr riv 1,5 mg;A
43333083;ADEMPAS;Riociguat;84 cpr riv 1,5 mg;A
43364013;BEMFOLA;Follitropina alfa da DNA ricombinante;1 cartuccia in penna preriemp SC 75 UI/0,125 ml + ago;A
43364025;BEMFOLA;Follitropina alfa da DNA ricombinante;1 cartuccia in penna preriemp SC 150 UI/0,25 ml + ago;A
43364037;BEMFOLA;Follitropina alfa da DNA ricombinante;1 cartuccia in penna preriemp SC 225 UI/0,375 ml + ago;A
43364049;BEMFOLA;Follitropina alfa da DNA ricombinante;1 cartuccia in penna preriemp SC 300 UI/0,50 ml + ago;A
43364052;BEMFOLA;Follitropina alfa da DNA ricombinante;1 cartuccia in penna preriemp SC 450 UI/0,75 ml + ago;A
43366018;DUORESP SPIROMAX;Budesonide/formoterolo;polv inal 120 dosi 160 mcg + 4,5 mcg;A
43366044;DUORESP SPIROMAX;Budesonide/formoterolo;polv inal 60 dosi 320 mcg + 9 mcg;A
43368012;HEMANGIOL;Propranololo;os soluz flacone 120 ml 3,75 mg/ml + siringa;A
43369040;FOBULER;Budesonide/formoterolo;easyhaler polv inal 120 dosi 160 mcg + 4,5 mcg;A
43369077;FOBULER;Budesonide/formoterolo;easyhaler polv inal 60 dosi 320 mcg + 9 mcg;A
43374026;INCRUSE;Umeclidinio;30 dosi polv inalazione 55 mcg;A
43375029;VOKANAMET;Canagliflozin/Metformina;60 cpr riv 50 mg + 850 mg;A
43375056;VOKANAMET;Canagliflozin/Metformina;60 cpr riv 50 mg + 1.000 mg;A
43375082;VOKANAMET;Canagliflozin/Metformina;60 cpr riv 150 mg + 850 mg;A
43375118;VOKANAMET;Canagliflozin/Metformina;60 cpr riv 150 mg + 1.000 mg;A
43405113;TRIAMLO;Ramipril/Amlodipina;28 cps 5 mg + 5 mg;A
43405214;TRIAMLO;Ramipril/Amlodipina;28 cps 5 mg + 10 mg;A
43405315;TRIAMLO;Ramipril/Amlodipina;28 cps 10 mg + 5 mg;A
43405416;TRIAMLO;Ramipril/Amlodipina;28 cps 10 mg + 10 mg;A
43438023;ANORO;Umeclidinio/Vilanterolo;30 dosi polv inal 55 mcg + 22 mcg;A
43441017;OLYSIO;Simeprevir;7 cps 150 mg;A
43441029;OLYSIO;Simeprevir;28 cps 150 mg;A
43443047;JARDIANCE;Empagliflozin;28 cpr riv 25 mg;A
43443136;JARDIANCE;Empagliflozin;28 cpr riv 10 mg;A
43444025;LAVENTAIR;Umeclidinio/Vilanterolo;30 dosi polv inal 55 mcg + 22 mcg;A
43446020;REVINTY ELLIPTA;Fluticasone/Vilanterolo;polv inal 92 mcg + 22 mcg 30 dosi;A
43446057;REVINTY ELLIPTA;Fluticasone/Vilanterolo;polv inal 184 mcg + 22 mcg 30 dosi;A
43461033;CORTIMENT;Budesonide;30 cpr 9 mg rilascio prolungato;A
43478015;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
43518012;DURFENTA;Fentanil;3 cerotti transd 12 mcg/ora;A
43518024;DURFENTA;Fentanil;3 cerotti transd 25 mcg/ora;A
43518036;DURFENTA;Fentanil;3 cerotti transd 50 mcg/ora;A
43518048;DURFENTA;Fentanil;3 cerotti transd 75 mcg/ora;A
43518051;DURFENTA;Fentanil;3 cerotti transd 100 mcg/ora;A
43519026;KALYDECO;Ivacaftor;56 cpr riv 150 mg;A
43527011;PLEGRIDY;Peginterferone beta 1A;1 siringa SC 63 mcg 0,5 ml+ 1 siringa 94 mcg 0,5 ml;A
43527023;PLEGRIDY;Peginterferone beta 1A;1 penna SC 63 mcg 0,5 ml + 1 penna 94 mcg 0,5 ml;A
43527035;PLEGRIDY;Peginterferone beta 1A;2 siringhe preriempite 125 mcg 0,5 ml;A
43527050;PLEGRIDY;Peginterferone beta 1A;2 penne preriempite 125 mcg 0,5 ml;A
43531019;ENVARSUS;Tacrolimus;30 cpr 0,75 mg rilascio prolungato;A
43531058;ENVARSUS;Tacrolimus;60 cpr 1 mg rilascio prolungato;A
43531072;ENVARSUS;Tacrolimus;30 cpr 4 mg rilascio prolungato;A
43534015;NUWIQ;Simoctocog Alfa;1 flaconcino EV 250 UI + 1 siringa solv 2,5 ml;A
43534027;NUWIQ;Simoctocog Alfa;1 flaconcino EV 500 UI + 1 siringa solv 2,5 ml;A
43534039;NUWIQ;Simoctocog Alfa;1 flaconcino EV 1.000 UI + 1 siringa solv 2,5 ml;A
43534041;NUWIQ;Simoctocog Alfa;1 flaconcino EV 2000 UI + 1 siringa solv 2,5 ml;A
43542012;DAKLINZA;Daclatasvir;28 cpr riv 30 mg;A
43542036;DAKLINZA;Daclatasvir;28 cpr riv 60 mg;A
43561012;IDELT;Prednisolone;20 cpr 2,5 mg;A
43561048;IDELT;Prednisolone;20 cpr 5 mg;A
43561051;IDELT;Prednisolone;20 cpr 10 mg;A
43561087;IDELT;Prednisolone;20 cpr 20 mg;A
43564020;VELPHORO;Ossidrossido sucroferrico;90 cpr mast 500 mg flacone;A
43604026;OVIXAN;Mometasone;crema derm 30 g 1 mg/g;A
43604038;OVIXAN;Mometasone;crema derm 100 g 1 mg/g;A
43615057;ACCOFIL;Filgrastim;1 siringa SC EV 30 MU 0,5 ml + ago di sicurezza;A
43622012;LOYADA;Tafluprost/Timololo;collirio 30 flaconcini 0,3 ml 15 mcg/ml + 5 mg/ml;A
43658032;ABASAGLAR;Insulina glargine;5 cartucce SC 100 UI/ml 3 ml;A
43658071;ABASAGLAR;Insulina glargine;5 penne SC 100 UI/ml 3 ml;A
43661014;SPIOLTO RESPIMAT;Tiotropio/Olodaterolo;soluz inal 1 inalatore 2,5 mcg + 2,5 mcg da 60 erogazioni;A
43699014;OVISON;Mometasone;soluz derm 30 ml 1 mg/g;A
43699026;OVISON;Mometasone;soluz cut 100 ml 1 mg/g;A
43708015;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
43718030;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
43731013;HARVONI;Ledipasvir/Sofosbuvir;28 cpr riv 90 mg + 400 mg flacone;A
43773011;BRIMICA GENUAIR;Aclidinio/Formoterolo;1 inalatore 60 dosi polv inal 340 mcg + 12 mcg;A
43777010;DUAKLIR GENUAIR;Aclidinio/Formoterolo;1 inalatore 60 dosi polv inal 340 mcg + 12 mcg;A
43781018;KETOCONAZOLE;Ketoconazolo;60 cpr 200 mg;A
43783024;TRULICITY;Dulaglutide;4 penne SC 0,5 ml 0,75 mg;A
43783075;TRULICITY;Dulaglutide;4 penne SC 1,5 mg 0,5 ml;A
43840014;EXVIERA;Dasabuvir;56 cpr riv 250 mg;A
43841016;VIEKIRAX;Ombitasvir/Paritaprevir/Ritonavir;56 cpr riv 12,5 mg + 75 mg + 50 mg;A
43906039;XADAGO;Safinamide;30 cpr riv 50 mg;A
43906080;XADAGO;Safinamide;30 cpr riv 100 mg;A
43953013;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
44001016;TIMOGEL;Timololo;gel oftalmico 30 monodosi 0,4 g 1 mg/g;A
44229045;SYNJARDY;Empagliflozin/Metformina;56x1 cpr riv 5 mg + 850 mg;A
44229134;SYNJARDY;Empagliflozin/Metformina;56x1 cpr riv 5 mg + 1.000 mg;A
44229223;SYNJARDY;Empagliflozin/Metformina;56x1 cpr riv 12,5 mg + 850 mg;A
44229312;SYNJARDY;Empagliflozin/Metformina;56 cpr riv 12,5 mg + 1.000 mg;A
44257121;METOTREXATO;Metotrexato;4 siringhe SC 17,5 mg 0,44 ml;A
44315012;LIXIANA;Edoxaban;10 cpr riv 15 mg;A
44315051;LIXIANA;Edoxaban;28 cpr riv 30 mg;A
44315137;LIXIANA;Edoxaban;10x1 cpr riv 30 mg;A
44315149;LIXIANA;Edoxaban;50x1 cpr riv 30 mg dose unitaria;A
44315164;LIXIANA;Edoxaban;10x1 cpr riv 15 mg dose unitaria;A
44315188;LIXIANA;Edoxaban;28 cpr riv 60 mg;A
44315265;LIXIANA;Edoxaban;10x1 cpr riv 60 mg;A
44315277;LIXIANA;Edoxaban;50x1 cpr riv 60 mg;A
44501017;TIMOGEL;Timololo;gel oftalmico 30 monodosi 0,4 g 1 mg/g;A
44528026;CRESEMBA;Isavuconazolo;14 cps 100 mg;A
44563017;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 250 UI + 1 siringa 3 ml;A
44563029;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 500 UI + 1 siringa 3 ml;A
44563056;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 1.000 UI + 1 siringa 3 ml;A
44563068;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 1.500 UI + 1 siringa 3 ml;A
44563070;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 2.000 UI + 1 siringa 3 ml;A
44563082;ELOCTA;Efmoroctocog Alfa;1 flaconcino EV 3.000 UI + 1 siringa 3 ml;A
4556015;GARDENALE;Fenobarbital;20 cpr 100 mg;A
5167010;CARDIOSTENOL;Morfina cloridrato/atropina solfato;8 fiale IM 1 ml 10 mg/ml + 0,5 mg/ml;A
5239052;PRONTOGEST;Progesterone;3 fiale IM 100 mg 1 ml;A
5375062;PROLUTON;Idrossiprogesterone;1 fiala IM 250 mg 1 ml;A
5472028;TAPAZOLE;Tiamazolo;100 cpr 5 mg;A
5494024;IDROCHINIDINA LIRCA;Diidrochinidina;40 cpr 150 mg;A
6035063;TRINITRINA;Nitroglicerina;70 cpr riv 0,3 mg;A
6141016;INTRASTIGMINA;Neostigmina;6 fiale IM 0,5 mg 1 ml;A
6455051;NICOZID;Isoniazide;5 fiale IM EV 500 mg 5 ml;A
7893124;ERITROCINA;Eritromicina;PRIMA INFANZIA grat os sosp 50 g 0,1%;A
7893151;ERITROCINA;Eritromicina;12 cpr mast 200 mg;A
7893163;ERITROCINA;Eritromicina;os grat 12 bust 500 mg;A
7893175;ERITROCINA;Eritromicina;os grat 6 bust 1.000 mg;A
7893187;ERITROCINA;Eritromicina;os grat sosp 100 ml 10%;A
7893199;ERITROCINA;Eritromicina;12 cpr riv 600 mg;A
7899014;LARGACTIL;Clorpromazina;5 fiale IM 50 mg 2 ml;A
7899026;LARGACTIL;Clorpromazina;25 cpr riv 25 mg;A
7899038;LARGACTIL;Clorpromazina;20 cpr riv 100 mg;A
8096024;PARACODINA SCIROPPO;Diidrocodeina/acido benzoico;1 flacone 100 g sciroppo 12 mg/5 ml + 12 mg/5 ml;A
8776015;KONAKION;Fitomenadione;3 fiale EV OS 10 mg 1 ml;A
8776066;KONAKION;Fitomenadione;PRIMA INFANZIA 5 fiale OS INIET 2 mg 0,2 ml;A
9277017;DIAMOX;Acetazolamide;12 cpr 250 mg;A
9286016;MESTINON;Piridostigmina;20 cpr 60 mg;A
9286042;MESTINON;Piridostigmina;50 cpr 180 mg rilascio prolungato;A
9340011;MYSOLINE;Primidone;30 cpr 250 mg;A
9746025;TESTO ENANT;Testosterone;1 fiala IM 250 mg 2 ml;A
9964038;COLCHICINA LIRCA;Colchicina;3x20 cpr div 1 mg;A
